Tamano,Tiempo
100,7.414817810058594e-05
200,0.00014066696166992188
300,0.0001761913299560547
400,0.00022411346435546875
500,0.000263214111328125
600,0.00032448768615722656
700,0.00041103363037109375
800,0.00043201446533203125
900,0.0004611015319824219
1000,0.0004608631134033203
1100,0.0004630088806152344
1200,0.0005424022674560547
1300,0.0006122589111328125
1400,0.000621795654296875
1500,0.0006549358367919922
1600,0.0007731914520263672
1700,0.0007326602935791016
1800,0.0007498264312744141
1900,0.0007886886596679688
2000,0.0007803440093994141
2100,0.0009222030639648438
2200,0.0010123252868652344
2300,0.000965118408203125
2400,0.001028299331665039
2500,0.0010657310485839844
2600,0.0010159015655517578
2700,0.0010883808135986328
2800,0.0013377666473388672
2900,0.0011012554168701172
3000,0.001298666000366211
3100,0.0019304752349853516
3200,0.0013401508331298828
3300,0.0015645027160644531
3400,0.0018970966339111328
3500,0.0019936561584472656
3600,0.0020685195922851562
3700,0.0020847320556640625
3800,0.0021686553955078125
3900,0.002249002456665039
4000,0.0021042823791503906
4100,0.0017282962799072266
4200,0.0017421245574951172
4300,0.0016791820526123047
4400,0.001622915267944336
4500,0.0018987655639648438
4600,0.0030100345611572266
4700,0.002674102783203125
4800,0.0018846988677978516
4900,0.0018932819366455078
5000,0.0019156932830810547
5100,0.0018279552459716797
5200,0.0021162033081054688
5300,0.00196075439453125
5400,0.0020694732666015625
5500,0.0019876956939697266
5600,0.0021445751190185547
5700,0.002112150192260742
5800,0.002191781997680664
5900,0.0020401477813720703
6000,0.002290010452270508
6100,0.0021584033966064453
6200,0.0022907257080078125
6300,0.002165555953979492
6400,0.0026099681854248047
6500,0.0023136138916015625
6600,0.003074169158935547
6700,0.002694368362426758
6800,0.0026319026947021484
6900,0.002608060836791992
7000,0.002641916275024414
7100,0.0026907920837402344
7200,0.002557992935180664
7300,0.0028045177459716797
7400,0.0027618408203125
7500,0.0026540756225585938
7600,0.002705097198486328
7700,0.0029256343841552734
7800,0.003016948699951172
7900,0.0028421878814697266
8000,0.0029633045196533203
8100,0.0030145645141601562
